ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0005245	voltage-gated calcium channel activity	1/270	42/18367	0.0238095238095238	1.61966490299824	0.491072293100079	0.463503451975509	1	1	CACNA1S	1
GO:0030020	extracellular matrix structural constituent conferring tensile strength	1/270	42/18367	0.0238095238095238	1.61966490299824	0.491072293100079	0.463503451975509	1	1	COL11A1	1
GO:0042605	peptide antigen binding	1/270	42/18367	0.0238095238095238	1.61966490299824	0.491072293100079	0.463503451975509	1	1	CLEC4M	1
GO:0140828	metal cation:monoatomic cation antiporter activity	1/270	42/18367	0.0238095238095238	1.61966490299824	0.491072293100079	0.463503451975509	1	1	SLC24A2	1
GO:0048487	beta-tubulin binding	1/270	43/18367	0.0232558139534884	1.58199827734711	0.466693405569005	0.471408176011886	1	1	GJB6	1
GO:0099106	ion channel regulator activity	3/270	177/18367	0.0169491525423729	1.15298179535468	0.249802002729174	0.483896998191407	1	1	CAV3/DPP6/FGF11	3
GO:0140318	protein transporter activity	1/270	45/18367	0.0222222222222222	1.51168724279835	0.41976892564391	0.486871192568972	1	1	GPIHBP1	1
GO:0140416	transcription regulator inhibitor activity	1/270	45/18367	0.0222222222222222	1.51168724279835	0.41976892564391	0.486871192568972	1	1	NR0B2	1
GO:0120569	phospholipase activity	2/270	111/18367	0.018018018018018	1.22569235902569	0.291314036362288	0.487352532408402	1	1	PLA2G1B/CHRM1	2
GO:0046873	metal ion transmembrane transporter activity	7/270	448/18367	0.015625	1.06290509259259	0.164646994372314	0.488717855788099	1	1	SLC6A4/GRIA1/TRPM8/GPM6A/CACNA1S/SLC24A2/KCNA4	7
